"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"MTG","MGIC Investment Corporation","6.8","$2.31B","1991","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/mtg",
"MGP","MGM Growth Properties LLC","22.65","$1.13B","2016","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/mgp",
"MGM","MGM Resorts International","21.87","$12.35B","n/a","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/mgm",
"KORS","Michael Kors Holdings Limited","50.18","$9B","2011","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/kors",
"MAA","Mid-America Apartment Communities, Inc.","100.57","$7.59B","1994","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/maa",
"MEP","Midcoast Energy Partners, L.P.","6.69","$302.52M","2013","Public Utilities","Oil & Gas Production","http://www.nasdaq.com/symbol/mep",
"MSL","MidSouth Bancorp","9.18","$104.3M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/msl",
"MCRN","Milacron Holdings Corp.","15.85","$1.07B","2015","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/mcrn",
"MLR","Miller Industries, Inc.","20.7","$234.85M","n/a","Capital Goods","Construction/Ag Equipment/Trucks","http://www.nasdaq.com/symbol/mlr",
"HIE","Miller/Howard High Income Equity Fund","11.58","n/a","2014","n/a","n/a","http://www.nasdaq.com/symbol/hie",
"MTX","Minerals Technologies Inc.","58.5","$2.04B","1992","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/mtx",
"MP^D","Mississippi Power Company","26.3504","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mp^d",
"MG","Mistras Group Inc","23.38","$676.25M","2009","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/mg",
"MTU","Mitsubishi UFJ Financial Group Inc","4.59","$63.29B","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/mtu",
"MIXT","MiX Telematics Limited","4.46","$134.67M","2013","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/mixt",
"MFG","Mizuho Financial Group, Inc.","2.96","$36.8B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/mfg",
"MBT","Mobile TeleSystems OJSC","9.38","$9.33B","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/mbt",
"MBLY","Mobileye N.V.","35.67","$7.81B","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/mbly",
"MODN","Model N, Inc.","10.65","$288.04M","2013","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/modn",
"MOD","Modine Manufacturing Company","10.08","$483.27M","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/mod",
"MC","Moelis & Company","27.09","$1.4B","2014","Finance","Investment Managers","http://www.nasdaq.com/symbol/mc",
"MHK","Mohawk Industries, Inc.","193.53","$14.31B","n/a","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/mhk",
"MOH","Molina Healthcare Inc","45.37","$2.55B","2003","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/moh",
"TAP","Molson Coors Brewing  Company","98.47","$16.03B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/tap",
"TAP.A","Molson Coors Brewing  Company","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/tap.a",
"MNR","Monmouth Real Estate Investment Corporation","12.05","$775.42M","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/mnr",
"MNR^A","Monmouth Real Estate Investment Corporation","26.48","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mnr^a",
"MNR^B","Monmouth Real Estate Investment Corporation","26.663","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mnr^b",
"MORE          ","Monogram Residential Trust, Inc.","10.25","$1.71B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/more",
"MON","Monsanto Company","89.66","$39.17B","n/a","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/mon",
"MWW","Monster Worldwide, Inc.","2.76","$248.15M","n/a","Technology","Professional Services","http://www.nasdaq.com/symbol/mww",
"MCO","Moody&#39;s Corporation","93.29","$18.18B","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/mco",
"MOG.A","Moog Inc.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mog.a",
"MOG.B","Moog Inc.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mog.b",
"MS","Morgan Stanley","26.17","$51.26B","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/ms",
"MS^A","Morgan Stanley","21.07","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ms^a",
"MS^E","Morgan Stanley","29.08","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ms^e",
"MS^F","Morgan Stanley","27.79","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ms^f",
"MS^G","Morgan Stanley","27.23","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ms^g",
"MS^I","Morgan Stanley","26.77","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ms^i",
"MSK","Morgan Stanley","25.58","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/msk",
"MWG","Morgan Stanley","25.63","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/mwg",
"MWO","Morgan Stanley","25.55","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/mwo",
"MWR","Morgan Stanley","25.78","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/mwr",
"APF","Morgan Stanley Asia-Pacific Fund, Inc.","13.21","$185.07M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/apf",
"CAF","Morgan Stanley China A Share Fund Inc.","17.25","$377.46M","2006","n/a","n/a","http://www.nasdaq.com/symbol/caf",
"MSD","Morgan Stanley Emerging Markets Debt Fund, Inc.","9.06","$208.47M","1993","n/a","n/a","http://www.nasdaq.com/symbol/msd",
"EDD","Morgan Stanley Emerging Markets Domestic Debt Fund, Inc.","7.53","$531.51M","2007","n/a","n/a","http://www.nasdaq.com/symbol/edd",
"MSF","Morgan Stanley Emerging Markets Fund, Inc.","12.81","$186.41M","1991","n/a","n/a","http://www.nasdaq.com/symbol/msf",
"IIF","Morgan Stanley India Investment Fund, Inc.","25.425","$391.43M","1994","n/a","n/a","http://www.nasdaq.com/symbol/iif",
"MOS","Mosaic Company (The)","26.08","$9.19B","n/a","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/mos",
"MSI","Motorola Solutions, Inc.","74.25","$12.94B","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/msi",
"MOV","Movado Group Inc.","27.66","$634.58M","n/a","Consumer Non-Durables","Consumer Specialties","http://www.nasdaq.com/symbol/mov",
"MPLX","MPLX LP","30.9","$10.48B","2012","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/mplx",
"MRC","MRC Global Inc.","14.02","$1.42B","2012","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/mrc",
"ICB","MS Income Securities, Inc.","17.9","$160.51M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/icb",
"HJV","MS Structured Asset Corp Saturns GE Cap Corp Series 2002-14","17.03","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/hjv",
"MSA","MSA Safety Incorporporated","47.39","$1.77B","n/a","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/msa",
"MSM","MSC Industrial Direct Company, Inc.","75.23","$4.62B","1995","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/msm",
"MSCI","MSCI Inc","74.8","$7.22B","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/msci",
"MSG","MSG Networks Inc.","162.52","$4B","2015","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/msg",
"MSGN","MSG Networks Inc.","17.23","$1.29B","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/msgn",
"MLI","Mueller Industries, Inc.","30.28","$1.73B","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/mli",
"MWA","MUELLER WATER PRODUCTS","10.37","$1.67B","2006","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/mwa",
"MPSX","Multi Packaging Solutions International Limited","16.66","$1.29B","2015","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/mpsx",
"MUR","Murphy Oil Corporation","30.26","$5.21B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/mur",
"MUSA","Murphy USA Inc.","58.3","$2.43B","2013","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/musa",
"MVO","MV Oil Trust","5.09","$58.54M","2007","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/mvo",
"MVC","MVC Capital, Inc.","7.46","$169.36M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mvc",
"MVCB","MVC Capital, Inc.","24.4399","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mvcb",
"MYE","Myers Industries, Inc.","13.84","$408.92M","n/a","Consumer Non-Durables","Plastic Products","http://www.nasdaq.com/symbol/mye",
"NBR","Nabors Industries Ltd.","8.15","$2.7B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/nbr",
"NC","NACCO Industries, Inc.","56.15","$386.04M","n/a","Consumer Durables","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/nc",
"NTP","Nam Tai Property Inc.","6.09","$223.5M","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/ntp",
"NBHC","National Bank Holdings Corporation","19.62","$594.45M","2012","Finance","Major Banks","http://www.nasdaq.com/symbol/nbhc",
"NFG","National Fuel Gas Company","54.49","$4.62B","n/a","Public Utilities","Oil/Gas Transmission","http://www.nasdaq.com/symbol/nfg",
"NGG","National Grid Transco, PLC","72.25","$54.44B","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/ngg",
"NHI","National Health Investors, Inc.","69.96","$2.69B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/nhi",
"NOV","National Oilwell Varco, Inc.","33.29","$12.51B","n/a","Energy","Metal Fabrications","http://www.nasdaq.com/symbol/nov",
"NPK","National Presto Industries, Inc.","85.95","$596.1M","n/a","Capital Goods","Ordnance And Accessories","http://www.nasdaq.com/symbol/npk",
"NNN","National Retail Properties","46.63","$6.72B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/nnn",
"NNN^D","National Retail Properties","26.45","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nnn^d",
"NNN^E","National Retail Properties","26.35","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nnn^e",
"SID","National Steel Company","3.09","$4.29B","n/a","Capital Goods","Steel/Iron Ore","http://www.nasdaq.com/symbol/sid",
"NSA","National Storage Affiliates Trust","21","$483.33M","2015","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/nsa",
"NSM","Nationstar Mortgage Holdings Inc.","11.45","$1.24B","2012","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/nsm",
"NW^C","Natl Westminster Pfd","25.93","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/nw^c",
"NGS","Natural Gas Services Group, Inc.","24.61","$314.74M","2002","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/ngs",
"NGVC","Natural Grocers by Vitamin Cottage, Inc.","13.23","$297.64M","2012","Consumer Services","Food Chains","http://www.nasdaq.com/symbol/ngvc",
"NRP","Natural Resource Partners LP","11.89","$145.06M","2002","Energy","Coal Mining","http://www.nasdaq.com/symbol/nrp",
"NTZ","Natuzzi, S.p.A.","1.5199","$83.37M","1993","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/ntz",
"NLS","Nautilus Group, Inc. (The)","16.8","$520.89M","n/a","Consumer Non-Durables","Recreational Products/Toys","http://www.nasdaq.com/symbol/nls",
"NCI","Navigant Consulting, Inc.","15.44","$735.51M","n/a","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/nci",
"NVGS","Navigator Holdings Ltd.","14.91","$825.47M","2013","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/nvgs",
"NNA","Navios Maritime Acquisition Corporation","1.65","$247.14M","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/nna",
"NM","Navios Maritime Holdings Inc.","0.87","$96.11M","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/nm",
"NM^G","Navios Maritime Holdings Inc.","4.2","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nm^g",
"NM^H","Navios Maritime Holdings Inc.","3.8499","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nm^h",
"NAP","Navios Maritime Midstream Partners LP","12.27","$248.81M","2014","n/a","n/a","http://www.nasdaq.com/symbol/nap",
"NMM","Navios Maritime Partners LP","1.42","$117.97M","2007","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/nmm",
"NAV","Navistar International Corporation","11.76","$959.53M","n/a","Capital Goods","Auto Manufacturing","http://www.nasdaq.com/symbol/nav",
"NAV^D","Navistar International Corporation","3.66","n/a","n/a","Capital Goods","Auto Manufacturing","http://www.nasdaq.com/symbol/nav^d",
"NCS","NCI Building Systems, Inc.","14.78","$1.08B","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/ncs",
"NCR","NCR Corporation","27.87","$3.45B","n/a","Miscellaneous","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/ncr",
"NP","Neenah Paper, Inc.","66.26","$1.11B","n/a","Basic Industries","Paper","http://www.nasdaq.com/symbol/np",
"NEFF","Neff Corporation","8.66","$211.69M","2014","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/neff",
"NNI","Nelnet, Inc.","40.5","$1.75B","2003","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/nni",
"NPTN","NeoPhotonics Corporation","11.45","$470.6M","2011","Technology","Semiconductors","http://www.nasdaq.com/symbol/nptn",
"N","Netsuite Inc","76.74","$6.14B","2007","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/n",
"NSR","Neustar, Inc.","22.79","$1.24B","2005","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/nsr",
"NVRO","Nevro Corp.","63.49","$1.79B","2014","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/nvro",
"HYB","New America High Income Fund, Inc. (The)","8.41","$195.55M","1988","n/a","n/a","http://www.nasdaq.com/symbol/hyb",
"GF","New Germany Fund, Inc. (The)","13.9164","$223.05M","1990","n/a","n/a","http://www.nasdaq.com/symbol/gf",
"NWHM","New Home Company Inc. (The)","9.35","$193.63M","2014","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/nwhm",
"IRL","New Ireland Fund, Inc. (The)","13.3","$66.97M","1990","n/a","n/a","http://www.nasdaq.com/symbol/irl",
"NEWM","New Media Investment Group Inc.","16.19","$726.56M","2014","Consumer Services","Newspapers/Magazines","http://www.nasdaq.com/symbol/newm",
"NMFC","New Mountain Finance Corporation","12.27","$783.81M","2011","n/a","n/a","http://www.nasdaq.com/symbol/nmfc",
"EDU","New Oriental Education & Technology Group, Inc.","39.46","$6.23B","2006","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/edu",
"NEWR","New Relic, Inc.","25.56","$1.27B","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/newr",
"NRZ","New Residential Investment Corp.","12.71","$2.93B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/nrz",
"SNR","New Senior Investment Group Inc.","11.03","$905.72M","2014","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/snr",
"NWY","New York & Company, Inc.","3.63","$234.45M","2004","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/nwy",
"NYCB","New York Community Bancorp, Inc.","14.44","$7.02B","n/a","Finance","Banks","http://www.nasdaq.com/symbol/nycb",
"NYCB^U","New York Community Bancorp, Inc.","49.5791","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nycb^u",
"NYRT","New York REIT, Inc.","10.39","$1.71B","2014","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/nyrt",
"NYT","New York Times Company (The)","12.28","$1.97B","n/a","Consumer Services","Newspapers/Magazines","http://www.nasdaq.com/symbol/nyt",
"NCT","Newcastle Investment Corporation","4.34","$289.28M","2002","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/nct",
"NCT^B","Newcastle Investment Corporation","24.82","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nct^b",
"NCT^C","Newcastle Investment Corporation","22.9999","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nct^c",
"NCT^D","Newcastle Investment Corporation","22.65","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nct^d",
"NWL","Newell Brands Inc.","46.91","$12.53B","n/a","Consumer Non-Durables","Plastic Products","http://www.nasdaq.com/symbol/nwl",
"NFX","Newfield Exploration Company","36.53","$5.98B","1993","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/nfx",
"NJR","NewJersey Resources Corporation","36.44","$3.13B","n/a","Public Utilities","Oil/Gas Transmission","http://www.nasdaq.com/symbol/njr",
"NEU","NewMarket Corporation","403.23","$4.78B","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/neu",
"NEM","Newmont Mining Corporation","32.86","$17.43B","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/nem",
"NR","Newpark Resources, Inc.","4.79","$403.03M","n/a","Energy","Metal Fabrications","http://www.nasdaq.com/symbol/nr",
"NHF","NexPoint Credit Stategies Fund","19.66","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nhf",
"NXRT","NexPoint Residential Trust, Inc.","13.81","$294.07M","2015","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/nxrt",
"NEP","NextEra Energy Partners, LP","27.9","$1.17B","2014","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/nep",
"NEE","NextEra Energy, Inc.","118.85","$54.84B","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/nee",
"NEE^C","NextEra Energy, Inc.","26.3226","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nee^c",
"NEE^G","NextEra Energy, Inc.","25.99","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nee^g",
"NEE^H","NextEra Energy, Inc.","25.77","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nee^h",
"NEE^I","NextEra Energy, Inc.","25.82","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nee^i",
"NEE^J","NextEra Energy, Inc.","25.48","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nee^j",
"NEE^P","NextEra Energy, Inc.","60.98","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nee^p",
"NEE^Q","NextEra Energy, Inc.","60.67","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nee^q",
"NGL","NGL ENERGY PARTNERS LP","12.53","$1.34B","2011","Energy","Oil Refining/Marketing","http://www.nasdaq.com/symbol/ngl",
"NMK^B","Niagara Mohawk Holdings, Inc.","94.45","n/a","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/nmk^b",
"NMK^C","Niagara Mohawk Holdings, Inc.","92.2501","n/a","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/nmk^c",
"NLSN","Nielsen N.V.","50.98","$18.41B","2011","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/nlsn",
"NKE","Nike, Inc.","58.19","$98.03B","n/a","Consumer Non-Durables","Shoe Manufacturing","http://www.nasdaq.com/symbol/nke",
"NMBL","Nimble Storage, Inc.","6.46","$543.29M","2013","Technology","Electronic Components","http://www.nasdaq.com/symbol/nmbl",
"NTT","Nippon Telegraph and Telephone Corporation","45.35","$95.06B","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ntt",
"NKA","Niska Gas Storage Partners LLC","3.9","$148.16M","2010","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/nka",
"NI","NiSource, Inc","23.48","$7.51B","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/ni",
"NL","NL Industries, Inc.","2.72","$132.44M","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/nl",
"NOAH","Noah Holdings Ltd.","26.14","$1.47B","2010","Finance","Investment Managers","http://www.nasdaq.com/symbol/noah",
"NE","Noble Corporation","9.75","$2.37B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ne",
"NBL","Noble Energy Inc.","35.17","$15.08B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/nbl",
"NOK","Nokia Corporation","5.69","$22.72B","1994","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/nok",
"NOMD","Nomad Foods Limited","8.02","$1.43B","2016","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/nomd",
"NMR","Nomura Holdings Inc ADR","4.16","$15.01B","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/nmr",
"OSB","Norbord Inc.","20.81","$1.78B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/osb",
"NORD","Nord Anglia Education, Inc.","21.11","$2.2B","2014","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/nord",
"NAO","Nordic American Offshore Ltd","5.25","$118.44M","2014","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/nao",
"NAT","Nordic American Tankers Limited","15.23","$1.36B","n/a","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/nat",
"JWN","Nordstrom, Inc.","48.71","$8.42B","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/jwn",
"NSC","Norfolk Souther Corporation","88.95","$26.31B","n/a","Transportation","Railroads","http://www.nasdaq.com/symbol/nsc",
"NTL","Nortel Inversora SA","27","$2.88B","1997","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ntl",
"NOA","North American Energy Partners, Inc.","2.31","$76.58M","2006","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/noa",
"NADL","North Atlantic Drilling Ltd.","3.27","$7.89M","2014","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/nadl",
"NRT","North European Oil Royality Trust","8.48","$77.94M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/nrt",
"NTI","Northern Tier Energy LP","21.28","$1.98B","2012","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/nti",
"NOC","Northrop Grumman Corporation","211.93","$38.24B","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/noc",
"NSAM","NorthStar Asset Management Group, Inc.","11.9","$2.31B","2014","Finance","Real Estate","http://www.nasdaq.com/symbol/nsam",
"NRE","NorthStar Realty Europe Corp.","11.77","$718.13M","2015","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/nre",
"NRF","Northstar Realty Finance Corp.","12.71","$2.29B","2014","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/nrf",
"NRF^A","Northstar Realty Finance Corp.","23.37","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nrf^a",
"NRF^B","Northstar Realty Finance Corp.","22.6","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nrf^b",
"NRF^C","Northstar Realty Finance Corp.","23.72","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nrf^c",
"NRF^D","Northstar Realty Finance Corp.","22.75","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nrf^d",
"NRF^E","Northstar Realty Finance Corp.","23.21","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nrf^e",
"NWN","Northwest Natural Gas Company","55.46","$1.52B","n/a","Public Utilities","Oil/Gas Transmission","http://www.nasdaq.com/symbol/nwn",
"NWE","NorthWestern Corporation","58.29","$2.82B","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/nwe",
"NVS","Novartis AG","74.12","$176.5B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/nvs",
"NVO","Novo Nordisk A/S","53.54","$139.2B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/nvo",
"DNOW","NOW Inc.","17.01","$1.83B","2014","Energy","Metal Fabrications","http://www.nasdaq.com/symbol/dnow",
"NQ","NQ Mobile Inc.","4.98","$457.5M","2011","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/nq",
"NRG","NRG Energy, Inc.","14.86","$4.68B","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/nrg",
"NYLD","NRG Yield, Inc.","15.52","$2.84B","2015","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/nyld",
"NYLD.A","NRG Yield, Inc.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nyld.a",
"DCM","NTT DOCOMO, Inc","25.24","$103.12B","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/dcm",
"NUS","Nu Skin Enterprises, Inc.","37.33","$2.09B","1996","Health Care","Other Pharmaceuticals","http://www.nasdaq.com/symbol/nus",
"NUE","Nucor Corporation","48.46","$15.41B","n/a","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/nue",
"NS","Nustar Energy L.P.","48.94","$3.81B","n/a","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/ns",
"NSH","Nustar GP Holdings, LLC","24.98","$1.07B","n/a","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/nsh",
"NSS","NuStar Logistics, L.P.","24.21","n/a","n/a","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/nss",
"JMLP","Nuveen All Cap Energy MLP Opportunities Fund","8.68","n/a","2014","n/a","n/a","http://www.nasdaq.com/symbol/jmlp",
"NEA","Nuveen AMT-Free Municipal Income Fund","14.83","$1.17B","2002","n/a","n/a","http://www.nasdaq.com/symbol/nea",
"NUV","Nuveen AMT-Free Municipal Value Fund","10.52","$2.16B","1987","n/a","n/a","http://www.nasdaq.com/symbol/nuv",
"NUW","Nuveen AMT-Free Municipal Value Fund","17.95","$239.33M","2009","n/a","n/a","http://www.nasdaq.com/symbol/nuw",
"NAZ","Nuveen Arizona Premium Income Municipal Fund","16.1","$186.21M","1992","n/a","n/a","http://www.nasdaq.com/symbol/naz",
"NBB","Nuveen Build America Bond Fund","22.04","$583.22M","2010","n/a","n/a","http://www.nasdaq.com/symbol/nbb",
"NBD","Nuveen Build America Bond Opportunity Fund","21.84","$157.36M","2010","n/a","n/a","http://www.nasdaq.com/symbol/nbd",
"NKX","Nuveen California AMT-Free Municipal Income Fund","16.28","$776.69M","2002","n/a","n/a","http://www.nasdaq.com/symbol/nkx",
"NAC","Nuveen California Dividend Advantage Municipal Fund","16.27","$382.81M","1999","n/a","n/a","http://www.nasdaq.com/symbol/nac",
